path,label
/Adenocarcinoma/GT2012329-1-400-015.png,0
/Adenocarcinoma/GTxc2014065-2-400-004.png,0
/Adenocarcinoma/GTXC2015354-1-400-002.png,0
/High-grade IN/GTXC2015362-9-400-004.png,1
/High-grade IN/GT2018006-1-400-003.png,1
/Adenocarcinoma/GT2016841-3-400-004.png,0
/Polyp/GTxc2013978-1-400-003.png,4
/Polyp/GT2012191-1-400-005.png,4
/Polyp/GTxc2013026-3-400-005.png,4
/Adenocarcinoma/GTxc2014144-4-400-004.png,0
/Low-grade IN/GT2013132-2-400-001.png,2
/High-grade IN/GT2100120-2-400-002.png,1
/Normal/GT2100256-8-400-003.png,3
/Polyp/GTxc2013948-1-400-003.png,4
/Adenocarcinoma/GT2016848-1-400-004.png,0
/Adenocarcinoma/GT2013084-1-400-002.png,0
/Adenocarcinoma/GTxc2013512-2-400-016.png,0
/Adenocarcinoma/GT2012508-3-400-007.png,0
/Polyp/GT2012237-1-400-004.png,4
/Serrated adenoma/GTDC2102188-3-400-002.png,5
/Adenocarcinoma/GT2014789-2-400-003.png,0
/High-grade IN/GT2016780-1-400-001.png,1
/Polyp/GTXC2110182-1-400-002.png,4
/Polyp/GT2015144-1-400-001.png,4
/Low-grade IN/GTXC2015381-1-400-005.png,2
/Polyp/GTXC2100773-1-400-002.png,4
/Adenocarcinoma/GT2015978-1-400-001.png,0
/Adenocarcinoma/GT2001849-1-400-001.png,0
/Low-grade IN/GTxc2014144-1-400-004.png,2
/Low-grade IN/GTXC2015425-1-400-003.png,2
/Low-grade IN/GTxc2013942-2-400-001.png,2
/Adenocarcinoma/GTxc2013964-2-400-004.png,0
/Low-grade IN/GTXC2014192-1-400-001.png,2
/Adenocarcinoma/GT2014209-1-400-001.png,0
/Serrated adenoma/GT1815555-2-400-001.png,5
/Adenocarcinoma/GTxc2013512-2-400-018.png,0
/Polyp/GT2013108-1-400-001.png,4
/High-grade IN/GTxc2012996-4-400-003.png,1
/Polyp/GTXC2100763-1-400-007.png,4
/High-grade IN/GT2012275-4-400-001.png,1
/Adenocarcinoma/GT2012358-2-400-009.png,0
/Polyp/GT2012286-3-400-001.png,4
/Adenocarcinoma/GTXC2015354-1-400-005.png,0
/Polyp/GT2012154-2-400-003.png,4
/High-grade IN/GT2012156-2-400-005.png,1
/Polyp/GTXC2110530-1-400-005.png,4
/Normal/GTXC2012096-4-400-001.png,3
/Low-grade IN/GTxc2013392-1-400-003.png,2
/Low-grade IN/GT2016846-2-400-003.png,2
/Adenocarcinoma/GTxc2014065-1-400-005.png,0
/Adenocarcinoma/GT2012525-1-400-001.png,0
/Adenocarcinoma/GTxc2110176-3-400-006.png,0
/Polyp/GTXC2110491-3-400-006.png,4
/Low-grade IN/GTXC2110195-1-400-006.png,2
/Adenocarcinoma/GTXC2014065-1-400-002.png,0
/High-grade IN/GT2012275-4-400-005.png,1
/Adenocarcinoma/GT2001849-1-400-004.png,0
/Low-grade IN/GTXC2015335-6-400-007.png,2
/Low-grade IN/GTXC2014146-1-400-005.png,2
/Polyp/GTXC2100763-1-400-004.png,4
/Low-grade IN/GTxc2012983-2-400-001.png,2
/Normal/GT2017148-2-400-004.png,3
/Adenocarcinoma/GT2001849-1-400-006.png,0
/Polyp/GTxc2013484-1-400-002.png,4
/Adenocarcinoma/GT2014665-2-400-001.png,0
/Normal/GT2100144-1-400-006.png,3
/Adenocarcinoma/GTxc2012962-1-400-001.png,0
/Low-grade IN/GTXC2015362-5-400-001.png,2
/Adenocarcinoma/GTXC2110135-1-400-005.png,0
/Polyp/GT2012191-1-400-001.png,4
/Low-grade IN/GTxc2013490-1-400-002.png,2
/Low-grade IN/GTXC2014139-6-400-002.png,2
/Adenocarcinoma/GTxc2014144-4-400-009.png,0
/Polyp/GTXC2015335-5-400-005.png,4
/High-grade IN/GT2012508-1-400-006.png,1
/Low-grade IN/GTxc2012481-1-400-003.png,2
/Adenocarcinoma/GT2016841-1-400-002.png,0
/Adenocarcinoma/GTXC2015344-2-400-005.png,0
/Adenocarcinoma/GTxc2013451-1-400-003.png,0
/Polyp/GTXC2100474-1-400-004.png,4
/Polyp/GTXC2013066-1-400-003.png,4
/Low-grade IN/GTxc2013434-1-400-002.png,2
/Low-grade IN/GTxc2012972-1-400-002.png,2
/Adenocarcinoma/GTxc2013512-1-400-005.png,0
/Low-grade IN/GTxc2013066-2-400-001.png,2
/Low-grade IN/GTXC2014139-4-400-005.png,2
/Low-grade IN/GTxc2013486-1-400-003.png,2
/Adenocarcinoma/GTxc2012962-1-400-010.png,0
/Low-grade IN/GTxc2014132-1-400-003.png,2
/Polyp/GTxc2014123-1-400-002.png,4
/Polyp/GTXC2110570-1-400-004.png,4
/Polyp/GTxc2012789-1-400-001.png,4
/High-grade IN/GTXC2110135-3-400-004.png,1
/Adenocarcinoma/GT2100120-3-400-007.png,0
/Adenocarcinoma/GTxc2012888-1-400-016.png,0
/Adenocarcinoma/GTxc2012946-2-400-001.png,0
/Adenocarcinoma/GTXC2015422-1-400-001.png,0
/Adenocarcinoma/GTXC2015371-1-400-004.png,0
/Adenocarcinoma/GT2014822-1-400-001.png,0
/Low-grade IN/GT2015132-1-400-001.png,2
/Adenocarcinoma/GT2012508-3-400-001.png,0
/Adenocarcinoma/GT2014662-3-400-007.png,0
/Low-grade IN/GTXC2014192-2-400-008.png,2
/Adenocarcinoma/GTXC2012151-2-400-007.png,0
/Adenocarcinoma/GT2100276-1-400-003.png,0
/Adenocarcinoma/GTxc2014065-1-400-006.png,0
/Polyp/GTXC2100474-1-400-002.png,4
/Normal/GTXC2012096-4-400-003.png,3
/Low-grade IN/GT2012175-1-400-001.png,2
/Adenocarcinoma/GTxc2014144-5-400-005.png,0
/Normal/GTDC2100796-1-400-002.png,3
/Serrated adenoma/GTXC2014129-3-400-005.png,5
/Adenocarcinoma/GTxc2012888-1-400-020.png,0
/Adenocarcinoma/GTxc2012508-3-400-001.png,0
/Adenocarcinoma/GTXC2015413-3-400-004.png,0
/Adenocarcinoma/GTxc2012943-1-400-006.png,0
/High-grade IN/GTxc2012508-1-400-001.png,1
/Adenocarcinoma/GT2012324-1-400-011.png,0
/Polyp/GTXC2015335-1-400-004.png,4
/Polyp/GTXC2015335-1-400-002.png,4
/Polyp/GTxc2013978-1-400-002.png,4
/Low-grade IN/GTxc2013495-1-400-003.png,2
/Adenocarcinoma/GT2012324-1-400-005.png,0
/Polyp/GTxc2012778-1-400-002.png,4
/Adenocarcinoma/GT2014665-2-400-002.png,0
/Low-grade IN/GT2012156-1-400-003.png,2
/Adenocarcinoma/GTxc2013512-2-400-002.png,0
/Polyp/GTXC2013066-1-400-004.png,4
/Polyp/GTXC2110503-1-400-004.png,4
/Adenocarcinoma/GTXC2110135-2-400-002.png,0
/Adenocarcinoma/GTxc2013010-2-400-003.png,0
/Low-grade IN/GTxc2012493-1-400-002.png,2
/Adenocarcinoma/GTxc2013512-1-400-019.png,0
/Low-grade IN/GTXC2015425-1-400-005.png,2
/High-grade IN/GTXC2014151-1-400-005.png,1
/Polyp/GTxc2110164-1-400-002.png,4
/Low-grade IN/GTxc2014080-1-400-002.png,2
/Low-grade IN/GTXC2012096-3-400-003.png,2
/Polyp/GTXC2110491-1-400-006.png,4
/Low-grade IN/GTxc2013393-1-400-003.png,2
/Serrated adenoma/GTXC2014129-3-400-003.png,5
/Low-grade IN/GT2016757-1-400-002.png,2
/Polyp/GTXC2110529-2-400-006.png,4
/Polyp/GTXC2110530-1-400-006.png,4
/Low-grade IN/GTXC2014194-1-400-002.png,2
/Polyp/GTXC2110530-1-400-018.png,4
/Low-grade IN/GTXC2014194-1-400-003.png,2
/High-grade IN/GTxc2012779-4-400-003.png,1
/Low-grade IN/GTxc2014080-1-400-008.png,2
/Polyp/GT2012286-3-400-004.png,4
/Adenocarcinoma/GT2016906-2-400-004.png,0
/Low-grade IN/GT2012467-1-400-003.png,2
/Adenocarcinoma/GTxc2012888-1-400-011.png,0
/Adenocarcinoma/GT2100120-3-400-003.png,0
/Adenocarcinoma/GTxc2012946-2-400-007.png,0
/Polyp/GTXC2100772-1-400-003.png,4
/Polyp/GTXC2100737-1-400-007.png,4
/Adenocarcinoma/GT2012324-1-400-008.png,0
/Low-grade IN/GTxc2014144-1-400-001.png,2
/Adenocarcinoma/GT2016882-1-400-004.png,0
/Low-grade IN/GTxc2013393-1-400-006.png,2
/Low-grade IN/GT2012156-1-400-002.png,2
/Low-grade IN/GTxc2012967-1-400-006.png,2
/Normal/GTDC2100796-1-400-003.png,3
/Low-grade IN/GTxc2012904-1-400-003.png,2
/Polyp/GT2013911-1-400-001.png,4
/Polyp/GTXC2110181-1-400-003.png,4
/Polyp/GTxc2012970-1-400-001.png,4
/Polyp/GTxc2102521-3-400-005.png,4
/Polyp/GTxc2013484-1-400-001.png,4
/Polyp/GTxc2012796-2-400-004.png,4
/Adenocarcinoma/GTxc2013451-1-400-001.png,0
/High-grade IN/GT2014757-2-400-005.png,1
/Low-grade IN/GTXC2012114-2-400-001.png,2
/Low-grade IN/GTXC2015407-1-400-001.png,2
/Polyp/GTXC2110181-1-400-007.png,4
/High-grade IN/GT2012275-4-400-003.png,1
/Adenocarcinoma/GTxc2014131-3-400-003.png,0
/Low-grade IN/GTxc2012829-1-400-006.png,2
/Serrated adenoma/GTDC2102188-2-400-003.png,5
/Adenocarcinoma/GTxc2013451-1-400-006.png,0
/High-grade IN/GT2100120-1-400-001.png,1
/Low-grade IN/GT2014646-1-400-001.png,2
/Low-grade IN/GTxc2013486-1-400-006.png,2
/Polyp/GTXC2110215-1-400-001.png,4
/Low-grade IN/GTxc2110131-1-400-004.png,2
/Adenocarcinoma/GTXC2110135-1-400-002.png,0
/Adenocarcinoma/GT2012508-3-400-006.png,0
/Low-grade IN/GTxc2012984-1-400-002.png,2
/Adenocarcinoma/GT2014665-2-400-003.png,0
/Polyp/GTXC2110570-1-400-007.png,4
/Polyp/GTXC2110491-1-400-009.png,4
/Polyp/GTxc2013405-2-400-002.png,4
/Low-grade IN/GTxc2014165-1-400-003.png,2
/Low-grade IN/GTXC2013520-1-400-001.png,2
/Polyp/GTXC2110531-1-400-004.png,4
/High-grade IN/GTxc2012779-4-400-001.png,1
/Adenocarcinoma/GTXC2015344-2-400-001.png,0
/Low-grade IN/GTxc2014144-1-400-005.png,2
/Adenocarcinoma/GTxc2013496-4-400-008.png,0
/Polyp/GTxc2012983-1-400-004.png,4
/Low-grade IN/GTXC2015362-1-400-001.png,2
/Adenocarcinoma/GTxc2013512-2-400-007.png,0
/Low-grade IN/GTXC2012096-3-400-002.png,2
/Adenocarcinoma/GT2014662-3-400-005.png,0
/Low-grade IN/GTxc2012508-2-400-003.png,2
/High-grade IN/GTxc2014131-2-400-003.png,1
/Adenocarcinoma/GTxc2013512-1-400-014.png,0
/Adenocarcinoma/GTxc2013450-1-400-002.png,0
/Adenocarcinoma/GT2014665-5-400-002.png,0
/Polyp/GTXC2100714-1-400-005.png,4
/Polyp/GTXC2110530-1-400-016.png,4
/Adenocarcinoma/GTxc2012996-3-400-001.png,0
/Adenocarcinoma/GTxc2012888-1-400-009.png,0
/Adenocarcinoma/GTXC2110135-2-400-007.png,0
/Adenocarcinoma/GT2016788-1-400-001.png,0
/Low-grade IN/GTXC2015335-6-400-006.png,2
/Adenocarcinoma/GT2001838-1-400-002.png,0
/Low-grade IN/GT2100093-1-400-001.png,2
/Low-grade IN/GTxc2014165-1-400-002.png,2
/Low-grade IN/GTXC2013520-1-400-004.png,2
/High-grade IN/GT2012149-3-400-002.png,1
/Low-grade IN/GTxc2012967-1-400-004.png,2
/Low-grade IN/GT2001822-1-400-003.png,2
/Adenocarcinoma/GT2014692-1-400-003.png,0
/Adenocarcinoma/GT2012358-2-400-013.png,0
/Low-grade IN/GT2014094-1-400-001.png,2
/Polyp/GTxc2110176-1-400-002.png,4
/Normal/GT2016907-1-400-003.png,3
/Polyp/GTXC2014139-2-400-001.png,4
/Polyp/GTXC2100773-2-400-002.png,4
/Adenocarcinoma/GT2012358-2-400-005.png,0
/Low-grade IN/GTxc2012957-1-400-001.png,2
/Low-grade IN/GTXC2014192-2-400-001.png,2
/Adenocarcinoma/GTxc2014144-5-400-001.png,0
/Low-grade IN/GTXC2015362-6-400-003.png,2
/Polyp/GTxc2110172-1-400-004.png,4
/Low-grade IN/GTxc2012984-1-400-001.png,2
/High-grade IN/GTxc2013501-3-400-001.png,1
/Polyp/GT2013902-1-400-001.png,4
/Normal/GT2017148-2-400-006.png,3
/Low-grade IN/GT2016757-2-400-001.png,2
/Polyp/GTXC2013066-1-400-001.png,4
/Adenocarcinoma/GT2100011-2-400-001.png,0
/Low-grade IN/GT2012275-1-400-006.png,2
/Polyp/GTXC2100714-1-400-001.png,4
/Adenocarcinoma/GTXC2102280-1-400-002.png,0
/Normal/GTxc2012827-2-400-003.png,3
/Polyp/GT2014356-1-400-001.png,4
/Serrated adenoma/GTXC2100732-1-400-005.png,5
/Adenocarcinoma/GT2100120-4-400-003.png,0
/Low-grade IN/GT2012197-2-400-002.png,2
/High-grade IN/GTxc2014144-2-400-003.png,1
/Polyp/GTxc2110172-1-400-001.png,4
/High-grade IN/GT2013111-2-400-003.png,1
/Low-grade IN/GTxc2013943-1-400-001.png,2
/Adenocarcinoma/GTxc2014065-2-400-005.png,0
/Low-grade IN/GTXC2014192-1-400-003.png,2
/Normal/GT2017148-2-400-005.png,3
/Adenocarcinoma/GT2100120-4-400-001.png,0
/Adenocarcinoma/GTXC2102280-1-400-001.png,0
/High-grade IN/GT2012156-2-400-002.png,1
/Low-grade IN/GT2016860-2-400-003.png,2
/High-grade IN/GTXC2110128-3-400-004.png,1
/Adenocarcinoma/GTxc2012902-1-400-014.png,0
/Adenocarcinoma/GTxc2012822-1-400-004.png,0
/Polyp/GT2016852-1-400-001.png,4
/Adenocarcinoma/GTxc2012946-2-400-012.png,0
/Adenocarcinoma/GT2001849-1-400-008.png,0
/Adenocarcinoma/GT2012358-2-400-004.png,0
/Adenocarcinoma/GT2016841-1-400-005.png,0
/Polyp/GTXC2100763-1-400-001.png,4
/Polyp/GTxc2014153-1-400-002.png,4
/Low-grade IN/GTXC2014139-4-400-001.png,2
/High-grade IN/GTXC2110128-2-400-005.png,1
/Polyp/GT2100117-1-400-001.png,4
/Adenocarcinoma/GTXC2013391-1-400-002.png,0
/Serrated adenoma/GTXC2014151-2-400-004.png,5
/Low-grade IN/GT2012232-3-400-002.png,2
/Adenocarcinoma/GT2013132-1-400-005.png,0
/Adenocarcinoma/GTxc2012481-3-400-001.png,0
/High-grade IN/GTxc2012829-2-400-003.png,1
/Adenocarcinoma/GTXC2110135-1-400-003.png,0
/Adenocarcinoma/GTXC2015349-2-400-005.png,0
/Adenocarcinoma/GTxc2014131-1-400-004.png,0
/Adenocarcinoma/GTxc2012996-3-400-005.png,0
/Polyp/GT2013097-1-400-001.png,4
/Adenocarcinoma/GT2014789-2-400-005.png,0
/Serrated adenoma/GTXC2100732-1-400-001.png,5
/Low-grade IN/GT2012114-1-400-002.png,2
/Low-grade IN/GTxc2012803-1-400-001.png,2
/Adenocarcinoma/GT2100120-3-400-008.png,0
/Low-grade IN/GTXC2100708-1-400-004.png,2
/Polyp/GTXC2015349-1-400-003.png,4
/High-grade IN/GT2017995-1-400-004.png,1
/Adenocarcinoma/GTxc2012996-1-400-004.png,0
/Polyp/GTxc2013391-1-400-003.png,4
/Low-grade IN/GTxc2014102-1-400-003.png,2
/Low-grade IN/GT2012232-3-400-001.png,2
/Polyp/GT2012217-1-400-003.png,4
/Adenocarcinoma/GT2012223-4-400-001.png,0
/High-grade IN/GT2012508-1-400-001.png,1
/Low-grade IN/GTXC2014146-1-400-001.png,2
/Serrated adenoma/GTxc2012521-2-400-003.png,5
/Serrated adenoma/GTDC2102188-2-400-001.png,5
/Low-grade IN/GT1815572-1-400-001.png,2
/Low-grade IN/GTxc2014106-1-400-002.png,2
/Adenocarcinoma/GT2016836-1-400-002.png,0
/Adenocarcinoma/GT2012118-1-400-009.png,0
/Adenocarcinoma/GTxc2012902-1-400-009.png,0
/Polyp/GTXC2110572-1-400-005.png,4
/Polyp/GT2012237-1-400-008.png,4
/Adenocarcinoma/GT2012353-1-400-006.png,0
/Adenocarcinoma/GTXC2015413-3-400-006.png,0
/Adenocarcinoma/GT2016893-1-400-001.png,0
/Serrated adenoma/GT2100092-2-400-001.png,5
/Adenocarcinoma/GTxc2012962-1-400-008.png,0
/High-grade IN/GTxc2013501-3-400-008.png,1
/Low-grade IN/GTXC2110128-1-400-001.png,2
/Adenocarcinoma/GTXC2110135-1-400-001.png,0
/Low-grade IN/GTxc2013400-1-400-001.png,2
/Polyp/GT2014822-3-400-002.png,4
/Polyp/GTXC2015335-5-400-001.png,4
/Adenocarcinoma/GTxc2013512-2-400-017.png,0
/Low-grade IN/GTXC2014146-2-400-002.png,2
/High-grade IN/GT2012149-3-400-004.png,1
/High-grade IN/GTxc2013501-3-400-007.png,1
/Adenocarcinoma/GTXC2014153-3-400-008.png,0
/Adenocarcinoma/GT2001849-1-400-002.png,0
/Adenocarcinoma/GTxc2013964-2-400-002.png,0
/Low-grade IN/GT2012275-1-400-005.png,2
/Polyp/GTxc2014103-1-400-005.png,4
/Adenocarcinoma/GT2012468-1-400-005.png,0
/Adenocarcinoma/GT2012165-1-400-003.png,0
/Low-grade IN/GTXC2014146-1-400-003.png,2
/Polyp/GTxc2013026-3-400-003.png,4
/Low-grade IN/GTXC2014139-5-400-002.png,2
/Polyp/GTxc2013948-1-400-004.png,4
/Adenocarcinoma/GT2012468-1-400-006.png,0
/Low-grade IN/GT2012149-2-400-002.png,2
/Polyp/GTxc2014077-1-400-003.png,4
/Adenocarcinoma/GTxc2012902-1-400-008.png,0
/Low-grade IN/GTXC2014146-1-400-004.png,2
/Low-grade IN/GT2013112-4-400-001.png,2
/Polyp/GTXC2110491-3-400-009.png,4
/Adenocarcinoma/GT2012508-3-400-002.png,0
/Low-grade IN/GTXC2015362-5-400-002.png,2
/Normal/GT2100256-1-400-005.png,3
/Low-grade IN/GTxc2013005-1-400-003.png,2
/Low-grade IN/GTxc2012521-4-400-003.png,2
/Adenocarcinoma/GT2016841-2-400-001.png,0
/Adenocarcinoma/GTxc2014131-1-400-002.png,0
/Adenocarcinoma/GTxc2012996-3-400-002.png,0
/Adenocarcinoma/GT2012324-1-400-007.png,0
/Adenocarcinoma/GTxc2012902-1-400-010.png,0
/Adenocarcinoma/GT2014662-1-400-002.png,0
/Low-grade IN/GTxc2012952-1-400-001.png,2
/Low-grade IN/GTxc2014093-1-400-002.png,2
/Low-grade IN/GT2013124-2-400-001.png,2
/Normal/GT2000000-1-400-007.png,3
/Low-grade IN/GTxc2014094-2-400-003.png,2
/Adenocarcinoma/GTxc2012888-1-400-007.png,0
/Low-grade IN/GTXC2015383-4-400-001.png,2
/Polyp/GTxc2012476-1-400-001.png,4
/Polyp/GTXC2100772-1-400-009.png,4
/High-grade IN/GTXC2110187-1-400-002.png,1
/Polyp/GTXC2110491-4-400-001.png,4
/Polyp/GT2012191-1-400-003.png,4
/Polyp/GT2013356-2-400-001.png,4
/Polyp/GTXC2110491-1-400-002.png,4
/High-grade IN/GT2012149-3-400-003.png,1
/Polyp/GTXC2110530-1-400-008.png,4
/Polyp/GT2012154-2-400-007.png,4
/Polyp/GT2014783-1-400-001.png,4
/Adenocarcinoma/GTxc2013512-2-400-003.png,0
/Polyp/GTxc2013953-3-400-002.png,4
/Polyp/GTXC2110530-1-400-007.png,4
/Adenocarcinoma/GTxc2012946-2-400-006.png,0
/Low-grade IN/GTXC2014194-1-400-006.png,2
/Polyp/GT2014780-1-400-001.png,4
/Adenocarcinoma/GTxc2014065-2-400-003.png,0
/High-grade IN/GTXC2110187-1-400-006.png,1
/Low-grade IN/GTxc2012827-1-400-005.png,2
/Low-grade IN/GTxc2013501-2-400-005.png,2
/Normal/GT2100256-2-400-002.png,3
/High-grade IN/GTXC2015403-1-400-004.png,1
/Low-grade IN/GTxc2012829-1-400-003.png,2
/Adenocarcinoma/GTxc2110176-3-400-001.png,0
/Low-grade IN/GTxc2012982-1-400-004.png,2
/Polyp/GTXC2100798-1-400-005.png,4
/Adenocarcinoma/GT2014667-1-400-002.png,0
/Polyp/GT2016852-1-400-002.png,4
/Low-grade IN/GTXC2015407-1-400-005.png,2
/Polyp/GTxc2014153-1-400-003.png,4
/Low-grade IN/GTxc2014080-2-400-001.png,2
/Adenocarcinoma/GT2016906-1-400-003.png,0
/Adenocarcinoma/GTxc2013010-2-400-002.png,0
/High-grade IN/GT2012436-1-400-006.png,1
/Adenocarcinoma/GTXC2110135-2-400-001.png,0
/Adenocarcinoma/GT2012336-1-400-008.png,0
/Adenocarcinoma/GTXC2015371-1-400-001.png,0
/Polyp/GTXC2110491-4-400-002.png,4
